ID_Transaksi,ID_Pengguna,ID_Produk,Waktu_Transaksi,Jumlah_Transaksi,Metode_Pembayaran,Alamat_Pengiriman,Kategori_Produk,Penilaian_Produk,Total_Harga
T00764,U5277,P279,2024-12-02,7,Dana,"Jalan Kebonjati No. 4, Singkawang, SS 05973",Kesehatan,5,4600519
T00765,U9243,P401,2024-12-07,6,Transfer Bank,"Gg. S. Parman No. 0, Denpasar, LA 06306",Makanan,3,1595316
T00766,U9813,P932,2024-10-28,10,Virtual Account,"Gang Kutisari Selatan No. 5, Jayapura, Kalimantan Timur 53194",Fashion,4,737860
T00767,U8923,P888,2024-11-24,4,QRIS,"Gang Waringin No. 0, Makassar, MU 72773",Fashion,4,16204784
T00768,U1448,P593,2024-09-09,2,Virtual Account,"Gang BKR No. 9, Sorong, Sumatera Barat 13854",Kesehatan,4,2805262
T00769,U4610,P793,2024-06-08,4,QRIS,"Jalan Jakarta No. 9, Solok, NT 60487",Fashion,3,17531004
T00770,U9776,P109,2024-05-17,5,Kartu Debit,"Jalan Dipenogoro No. 33, Samarinda, LA 26865",Elektronik,1,23804455
T00771,U7536,P789,2024-12-03,6,Transfer Bank,"Gang Siliwangi No. 1, Pekalongan, Riau 67747",Makanan,2,24285816
T00772,U6142,P462,2024-04-16,4,Virtual Account,"Jalan Jayawijaya No. 72, Meulaboh, Sulawesi Barat 63093",Peralatan Rumah,2,3502352
T00773,U9175,P854,2024-04-09,4,Kartu Debit,"Gg. Kendalsari No. 297, Medan, Bali 88327",Peralatan Rumah,3,7138336
T00774,U4755,P307,2024-07-08,4,QRIS,"Jalan Raya Ujungberung No. 410, Samarinda, Sulawesi Tenggara 39732",Peralatan Rumah,1,4222452
T00775,U2285,P792,2024-08-13,8,E-Wallet,"Jl. Rawamangun No. 1, Tidore Kepulauan, Banten 87616",Makanan,1,30527040
T00776,U8901,P480,2024-05-26,10,QRIS,"Gang Cikutra Barat No. 60, Padang, Sumatera Selatan 61124",Fashion,5,23546270
T00777,U9041,P287,2024-12-06,9,Virtual Account,"Gang Kapten Muslihat No. 23, Gorontalo, Kepulauan Bangka Belitung 51773",Fashion,2,43986762
T00778,U3101,P155,2024-12-05,9,Cash on Delivery (COD),"Gang Rumah Sakit No. 49, Serang, BT 28403",Fashion,5,2908395
T00779,U9232,P455,2025-01-22,7,Kartu Kredit,"Gang Jamika No. 4, Tasikmalaya, ST 22294",Fashion,1,30779133
T00780,U8537,P423,2025-01-14,1,E-Wallet,"Jl. Lembong No. 4, Sawahlunto, AC 58867",Peralatan Rumah,4,2278136
T00781,U2650,P433,2024-10-13,6,Virtual Account,"Gg. M.T Haryono No. 67, Pontianak, Sulawesi Utara 76015",Peralatan Rumah,5,6032160
T00782,U5306,P342,2024-05-13,5,Kredivo,"Jl. Pelajar Pejuang No. 1, Manado, SB 90833",Makanan,3,7772930
T00783,U6995,P288,2024-07-06,8,Cash on Delivery (COD),"Gg. S. Parman No. 488, Banjarmasin, Sulawesi Tengah 34233",Peralatan Rumah,4,25385272
T00784,U6981,P974,2024-11-09,7,Virtual Account,"Gg. M.H Thamrin No. 13, Blitar, SU 03339",Fashion,2,33907769
T00785,U3148,P689,2024-12-07,4,Transfer Bank,"Jl. Raya Setiabudhi No. 1, Pariaman, JA 17318",Elektronik,2,8348672
T00786,U8081,P976,2024-10-01,7,Kartu Debit,"Jalan Indragiri No. 17, Semarang, Sulawesi Tenggara 46947",Peralatan Rumah,2,28123914
T00787,U1159,P280,2024-10-18,7,Kredivo,"Gang H.J Maemunah No. 48, Makassar, Kepulauan Riau 71270",Peralatan Rumah,5,31705590
T00788,U6172,P904,2024-06-18,8,Virtual Account,"Jl. Cikutra Timur No. 41, Makassar, KB 13348",Elektronik,5,18125904
T00789,U1781,P507,2024-06-13,2,Kartu Kredit,"Gg. Kendalsari No. 925, Depok, RI 29258",Kesehatan,2,9745230
T00790,U5166,P587,2024-08-17,2,Kredivo,"Gg. Waringin No. 52, Magelang, NT 74696",Elektronik,3,2071598
T00791,U6914,P468,2024-12-08,9,Dana,"Jalan Tubagus Ismail No. 27, Banda Aceh, KS 44505",Elektronik,3,3914505
T00792,U1324,P521,2024-07-31,2,QRIS,"Jl. Wonoayu No. 7, Bima, YO 25797",Makanan,2,1785524
T00793,U9821,P278,2024-03-04,5,QRIS,"Gg. Rungkut Industri No. 6, Bengkulu, BE 48574",Elektronik,5,20696965
T00794,U8322,P180,2024-03-30,7,Virtual Account,"Gg. Tubagus Ismail No. 294, Sabang, JK 35984",Fashion,2,29573145
T00795,U3745,P755,2024-09-19,6,Cash on Delivery (COD),"Jl. Raya Setiabudhi No. 73, Madiun, SG 75534",Makanan,5,26379504
T00796,U7631,P969,2024-05-25,2,Transfer Bank,"Gg. W.R. Supratman No. 70, Pekanbaru, Papua 96085",Peralatan Rumah,3,3928860
T00797,U6136,P424,2024-12-18,5,Virtual Account,"Jalan Ciumbuleuit No. 1, Prabumulih, JI 97931",Makanan,4,11626965
T00798,U8289,P899,2024-12-09,6,Dana,"Gang Jakarta No. 5, Denpasar, NB 86069",Fashion,4,8721396
T00799,U4012,P974,2024-06-09,1,Kartu Kredit,"Gg. Suryakencana No. 790, Tanjungpinang, Jawa Barat 20417",Peralatan Rumah,3,4843967
T00800,U2311,P315,2024-02-18,3,Cash on Delivery (COD),"Gang Jend. Sudirman No. 88, Kota Administrasi Jakarta Pusat, MA 62137",Kesehatan,1,10376820
T00801,U2045,P999,2024-10-15,8,Dana,"Jl. Raya Ujungberung No. 24, Sawahlunto, MU 39592",Kesehatan,1,5044768
T00802,U7504,P636,2024-04-29,2,Transfer Bank,"Jalan Dipenogoro No. 890, Probolinggo, Nusa Tenggara Timur 55333",Elektronik,5,8611546
T00803,U3544,P186,2024-06-12,7,Virtual Account,"Jalan Lembong No. 02, Bitung, Papua Barat 73607",Peralatan Rumah,2,17036845
T00804,U8260,P741,2024-08-04,3,Kartu Kredit,"Gg. Kutai No. 128, Cilegon, KT 79556",Makanan,2,2765403
T00805,U1468,P135,2024-04-30,6,QRIS,"Gang Pasir Koja No. 1, Banda Aceh, Aceh 66155",Fashion,4,18527634
T00806,U9856,P378,2024-06-15,9,Kredivo,"Jalan Indragiri No. 496, Tasikmalaya, Kalimantan Selatan 93149",Peralatan Rumah,5,6268590
T00807,U3900,P705,2025-01-05,10,Kredivo,"Jalan Ciwastra No. 6, Banda Aceh, Kepulauan Riau 02329",Makanan,4,12420400
T00808,U9576,P755,2024-02-19,9,Virtual Account,"Gg. BKR No. 934, Solok, Sulawesi Barat 62282",Elektronik,4,39569256
T00809,U9841,P332,2024-11-30,2,Kredivo,"Jl. Astana Anyar No. 34, Sorong, Papua 95005",Elektronik,3,7015632
T00810,U5256,P259,2024-02-27,5,E-Wallet,"Gg. Cihampelas No. 6, Cilegon, GO 53161",Kesehatan,5,5966855
T00811,U6634,P393,2024-03-30,8,Dana,"Gang HOS. Cokroaminoto No. 0, Parepare, SU 25859",Kesehatan,4,32415424
T00812,U5908,P109,2024-11-01,7,Virtual Account,"Jalan Gegerkalong Hilir No. 822, Surabaya, DKI Jakarta 64913",Makanan,2,33326237
T00813,U1118,P661,2024-05-13,6,Kartu Debit,"Gang Rawamangun No. 9, Tual, JB 65290",Fashion,5,21936978
T00814,U8161,P504,2024-12-02,4,Kartu Kredit,"Jl. Antapani Lama No. 032, Madiun, AC 75396",Fashion,4,10313952
T00815,U4614,P369,2024-08-09,2,Cash on Delivery (COD),"Gang Gedebage Selatan No. 4, Makassar, Kalimantan Barat 57871",Peralatan Rumah,5,6173292
T00816,U5454,P391,2024-11-01,9,Virtual Account,"Gg. W.R. Supratman No. 0, Bengkulu, KI 11842",Fashion,2,5618853
T00817,U3988,P239,2025-01-20,5,Transfer Bank,"Gang M.H Thamrin No. 826, Bontang, KI 35892",Fashion,5,19240430
T00818,U5458,P817,2024-09-21,10,Kredivo,"Jl. Soekarno Hatta No. 129, Tomohon, Jawa Tengah 34064",Peralatan Rumah,3,2127000
T00819,U3492,P150,2024-07-16,9,E-Wallet,"Gang HOS. Cokroaminoto No. 4, Batu, BB 39910",Peralatan Rumah,1,25958034
T00820,U5622,P375,2024-12-05,3,Kredivo,"Gg. Jamika No. 626, Semarang, KS 51342",Kesehatan,2,12081045
T00821,U2477,P254,2025-01-27,1,Kredivo,"Jl. Cempaka No. 450, Pematangsiantar, MA 97374",Peralatan Rumah,3,3522771
T00822,U7885,P419,2024-12-31,8,QRIS,"Jl. Sadang Serang No. 06, Binjai, Sulawesi Tenggara 92743",Fashion,1,22562608
T00823,U2314,P963,2024-09-06,3,E-Wallet,"Jalan Otto Iskandardinata No. 66, Subulussalam, Gorontalo 44856",Elektronik,4,1946454
T00824,U9899,P581,2024-11-01,3,Kartu Debit,"Jl. Dipenogoro No. 7, Sawahlunto, SB 96417",Elektronik,4,14880300
T00825,U1206,P224,2024-09-20,4,Cash on Delivery (COD),"Jl. Kutai No. 1, Bitung, KU 99660",Fashion,2,1324416
T00826,U4263,P571,2024-06-29,2,Dana,"Jl. Rajiman No. 22, Palopo, Bengkulu 07236",Peralatan Rumah,4,6628398
T00827,U6113,P430,2024-10-24,3,E-Wallet,"Gg. Medokan Ayu No. 6, Jambi, KB 51460",Makanan,5,3223791
T00828,U5150,P592,2024-11-25,5,Kartu Debit,"Gang Setiabudhi No. 470, Palu, BB 38856",Elektronik,1,16145280
T00829,U4568,P215,2024-12-04,4,Cash on Delivery (COD),"Jalan Rumah Sakit No. 98, Lubuklinggau, MA 16597",Elektronik,1,17926352
T00830,U3742,P913,2024-10-21,5,Transfer Bank,"Gg. Rajiman No. 57, Tomohon, Jawa Timur 50139",Fashion,2,11344800
T00831,U1146,P143,2024-06-15,10,Kredivo,"Jalan Kiaracondong No. 196, Bontang, NB 62614",Makanan,2,31655170
T00832,U2466,P354,2024-10-11,3,Kredivo,"Gg. Cihampelas No. 824, Payakumbuh, Kalimantan Timur 33732",Kesehatan,5,5829600
T00833,U6544,P877,2024-02-20,1,E-Wallet,"Jalan Erlangga No. 232, Lhokseumawe, JK 33613",Elektronik,2,4494406
T00834,U9787,P910,2024-06-10,2,Kartu Kredit,"Gang Veteran No. 8, Padang Sidempuan, Kalimantan Barat 96454",Fashion,2,4263550
T00835,U6189,P671,2024-08-01,6,Kredivo,"Gg. R.E Martadinata No. 12, Tanjungpinang, KU 18785",Peralatan Rumah,1,19313730
T00836,U6868,P841,2024-03-27,3,Virtual Account,"Gg. Pasteur No. 0, Solok, Sulawesi Tengah 96120",Kesehatan,4,14815119
T00837,U8168,P672,2024-09-20,5,Dana,"Gang Ir. H. Djuanda No. 514, Tegal, BA 62637",Fashion,2,4169700
T00838,U4057,P656,2024-06-15,6,QRIS,"Gg. Ir. H. Djuanda No. 9, Ambon, BE 91191",Fashion,3,1088094
T00839,U3627,P170,2024-09-08,9,Kartu Kredit,"Jl. Kutisari Selatan No. 207, Magelang, JK 69666",Fashion,3,9501129
T00840,U5314,P654,2024-11-12,6,Kredivo,"Jalan Dipenogoro No. 52, Kota Administrasi Jakarta Pusat, SB 24633",Kesehatan,5,19377882
T00841,U4039,P119,2024-07-01,10,QRIS,"Jalan Ahmad Dahlan No. 09, Sabang, Bengkulu 12080",Makanan,2,5359110
T00842,U6254,P838,2024-02-17,2,Dana,"Jalan Ahmad Yani No. 5, Cirebon, KS 28351",Fashion,2,3206298
T00843,U9586,P799,2025-01-19,8,Dana,"Gg. Jend. Sudirman No. 2, Bandar Lampung, Banten 44152",Peralatan Rumah,5,19400464
T00844,U6285,P519,2024-10-02,6,Transfer Bank,"Jl. Cempaka No. 90, Madiun, GO 62983",Kesehatan,5,3656106
T00845,U1717,P955,2024-09-04,3,Kartu Kredit,"Jalan Rungkut Industri No. 957, Palopo, Jambi 53523",Kesehatan,2,2844129
T00846,U8952,P296,2024-12-29,2,E-Wallet,"Jalan Setiabudhi No. 791, Surabaya, MU 83452",Makanan,4,3872642
T00847,U9026,P638,2024-08-07,10,Virtual Account,"Gang Bangka Raya No. 17, Pasuruan, Gorontalo 87964",Kesehatan,3,19015560
T00848,U2161,P113,2024-08-27,4,Kredivo,"Jl. Dipatiukur No. 99, Sukabumi, MU 80046",Kesehatan,4,2236760
T00849,U6913,P671,2024-04-29,7,QRIS,"Jalan Monginsidi No. 03, Palu, KB 51373",Kesehatan,5,22532685
T00850,U5355,P641,2024-09-24,1,Transfer Bank,"Jalan Gardujati No. 03, Cirebon, Papua Barat 56022",Elektronik,1,1861100
T00851,U9511,P199,2024-10-05,2,Kartu Debit,"Gang Laswi No. 4, Tanjungbalai, Aceh 66437",Makanan,4,828976
T00852,U4104,P297,2024-05-24,9,Kartu Debit,"Gg. Gegerkalong Hilir No. 3, Subulussalam, Jambi 27128",Makanan,2,42609555
T00853,U7802,P864,2024-06-22,2,QRIS,"Gang Jayawijaya No. 49, Bima, Jambi 31873",Fashion,4,5100558
T00854,U2705,P270,2024-04-05,3,Dana,"Jalan Gardujati No. 062, Tual, DI Yogyakarta 69572",Fashion,5,14333574
T00855,U6529,P773,2024-08-05,3,Dana,"Gg. Cihampelas No. 0, Makassar, Kepulauan Bangka Belitung 57306",Makanan,4,10686042
T00856,U6772,P422,2024-07-12,9,QRIS,"Jl. K.H. Wahid Hasyim No. 3, Surabaya, Sulawesi Tengah 71398",Elektronik,4,32958306
T00857,U6299,P723,2024-06-06,4,Dana,"Jalan Gardujati No. 1, Pematangsiantar, Bali 55021",Peralatan Rumah,4,10567804
T00858,U5162,P468,2024-11-07,8,Kredivo,"Jalan Ahmad Yani No. 691, Tual, Banten 07964",Fashion,1,3479560
T00859,U1567,P391,2024-11-08,10,E-Wallet,"Gg. Kendalsari No. 57, Bukittinggi, SG 32426",Makanan,2,6243170
T00860,U5945,P106,2024-05-25,5,Kartu Debit,"Gang Cempaka No. 7, Cilegon, JT 77288",Peralatan Rumah,3,14071980
T00861,U1355,P890,2025-01-23,5,Dana,"Gg. Rajawali Barat No. 076, Padang, Jawa Barat 36667",Makanan,5,15026490
T00862,U3534,P196,2024-11-26,1,Kredivo,"Gang Siliwangi No. 56, Tebingtinggi, SU 33393",Elektronik,2,1211052
T00863,U5341,P475,2025-01-20,10,Kartu Debit,"Gang H.J Maemunah No. 36, Parepare, GO 49603",Peralatan Rumah,3,25691190
T00864,U2505,P684,2024-05-10,7,Kartu Debit,"Gang K.H. Wahid Hasyim No. 03, Salatiga, KB 92693",Kesehatan,3,28684467
T00865,U3832,P599,2024-04-14,10,Transfer Bank,"Jalan Gegerkalong Hilir No. 59, Tangerang, GO 10005",Makanan,3,2934770
T00866,U1612,P848,2025-01-12,10,Cash on Delivery (COD),"Jalan Jakarta No. 415, Sawahlunto, Sulawesi Tengah 52441",Kesehatan,1,28550630
T00867,U6700,P936,2024-12-23,7,Cash on Delivery (COD),"Gg. Gedebage Selatan No. 9, Cilegon, Sulawesi Utara 31271",Kesehatan,2,3477257
T00868,U1187,P749,2024-12-05,7,E-Wallet,"Gang Kiaracondong No. 8, Tomohon, SG 17174",Elektronik,5,19936525
T00869,U1674,P426,2024-03-02,9,Kartu Kredit,"Gg. Sukabumi No. 416, Pematangsiantar, KR 84631",Elektronik,5,28871784
T00870,U4617,P256,2024-04-08,1,Cash on Delivery (COD),"Gang Jend. A. Yani No. 957, Palopo, BA 95515",Fashion,5,4875587
T00871,U9269,P192,2024-03-13,4,Cash on Delivery (COD),"Gang Jakarta No. 354, Manado, Sumatera Barat 99625",Elektronik,4,5166472
T00872,U3165,P444,2025-01-11,2,Kredivo,"Jalan Rajiman No. 20, Tanjungpinang, MA 76504",Makanan,1,9061106
T00873,U9980,P508,2024-12-03,5,Transfer Bank,"Jalan Gegerkalong Hilir No. 0, Langsa, PB 76604",Fashion,5,5325280
T00874,U8118,P892,2024-11-12,3,Kartu Kredit,"Gang Tubagus Ismail No. 5, Malang, BB 74417",Fashion,5,12496440
T00875,U4245,P599,2025-02-06,7,Kartu Debit,"Jl. Gegerkalong Hilir No. 312, Batam, Jawa Tengah 11005",Makanan,5,2054339
T00876,U9589,P352,2025-01-18,4,Transfer Bank,"Gang Otto Iskandardinata No. 910, Dumai, DKI Jakarta 11063",Elektronik,4,4746272
T00877,U6298,P801,2024-05-07,10,Transfer Bank,"Gang Medokan Ayu No. 3, Dumai, Sumatera Barat 74907",Kesehatan,4,26962110
T00878,U7939,P474,2024-04-27,6,Kartu Debit,"Gg. Pasirkoja No. 182, Bogor, Sulawesi Tenggara 59690",Elektronik,3,1518366
T00879,U5994,P273,2024-08-31,6,Kredivo,"Jl. Pasirkoja No. 893, Tanjungpinang, DI Yogyakarta 25326",Makanan,2,27586638
T00880,U8216,P145,2024-10-19,4,Kartu Debit,"Jalan W.R. Supratman No. 53, Sungai Penuh, BB 21017",Elektronik,2,5714808
T00881,U2405,P215,2024-06-28,1,Kartu Debit,"Gg. Antapani Lama No. 1, Semarang, Papua 94575",Makanan,2,4481588
T00882,U5713,P114,2024-11-30,6,Transfer Bank,"Gang Rajiman No. 83, Semarang, JI 56775",Elektronik,4,3044382
T00883,U8719,P123,2025-02-08,6,Kartu Debit,"Gang Jakarta No. 660, Lubuklinggau, PB 65062",Makanan,2,10557654
T00884,U9952,P635,2024-04-14,5,Dana,"Jl. Suniaraja No. 24, Dumai, Bali 62484",Fashion,5,4289055
T00885,U3315,P811,2024-05-14,1,Cash on Delivery (COD),"Gang Bangka Raya No. 705, Batam, Maluku Utara 94238",Makanan,5,4931796
T00886,U1712,P361,2024-08-25,3,E-Wallet,"Jalan Rajawali Timur No. 2, Sorong, Maluku 91928",Elektronik,2,6977019
T00887,U1869,P576,2024-06-04,1,Transfer Bank,"Gg. Ahmad Yani No. 10, Medan, SR 35357",Fashion,3,4019373
T00888,U6901,P985,2024-12-17,2,E-Wallet,"Jalan Gegerkalong Hilir No. 93, Kota Administrasi Jakarta Barat, SB 05816",Elektronik,4,3978364
T00889,U7237,P620,2024-12-03,2,QRIS,"Gg. Rawamangun No. 4, Palopo, Papua Barat 42507",Fashion,5,3124308
T00890,U9709,P190,2024-05-21,3,Kartu Debit,"Gang Wonoayu No. 82, Lubuklinggau, Sumatera Barat 98339",Makanan,4,12666810
T00891,U1352,P140,2024-10-07,4,Dana,"Jl. Ahmad Dahlan No. 4, Metro, Sulawesi Selatan 44324",Elektronik,3,9035420
T00892,U9027,P502,2024-02-25,3,E-Wallet,"Gg. Rawamangun No. 768, Serang, Sulawesi Tengah 14743",Elektronik,3,14830335
T00893,U6822,P740,2024-11-16,5,Kartu Debit,"Jl. Raya Ujungberung No. 105, Medan, JT 68065",Makanan,3,23285940
T00894,U2015,P740,2024-07-18,5,Cash on Delivery (COD),"Gg. Raya Ujungberung No. 9, Pekanbaru, Bengkulu 71122",Kesehatan,5,23285940
T00895,U5590,P330,2024-03-26,3,QRIS,"Gg. Setiabudhi No. 16, Tomohon, DI Yogyakarta 68086",Fashion,2,14089890
T00896,U2438,P847,2024-10-22,7,Dana,"Jl. Cihampelas No. 143, Banjarmasin, BA 37003",Makanan,2,24855915
T00897,U4938,P686,2024-12-06,3,Cash on Delivery (COD),"Gg. Raya Ujungberung No. 60, Payakumbuh, Bali 81039",Elektronik,5,10508157
T00898,U6395,P559,2024-02-29,9,Kartu Kredit,"Jalan Sentot Alibasa No. 1, Pekanbaru, Jawa Timur 32809",Peralatan Rumah,2,35377245
T00899,U9869,P800,2024-06-04,4,Kartu Kredit,"Jalan Kiaracondong No. 4, Dumai, MU 61470",Elektronik,5,4738320
T00900,U8046,P888,2024-08-07,3,Kartu Kredit,"Jl. Cihampelas No. 13, Tual, MA 94570",Elektronik,1,12153588
T00901,U9732,P836,2024-10-24,2,Kartu Kredit,"Jl. Rajawali Timur No. 325, Payakumbuh, Papua Barat 76927",Elektronik,2,594648
T00902,U6221,P523,2024-08-20,7,Virtual Account,"Jl. Abdul Muis No. 900, Ambon, MA 69210",Fashion,3,15662717
T00903,U3489,P897,2024-07-07,4,Transfer Bank,"Gang Ciumbuleuit No. 60, Yogyakarta, Banten 42473",Peralatan Rumah,2,18004140
T00904,U1429,P880,2024-04-02,10,Virtual Account,"Jl. Gardujati No. 379, Kota Administrasi Jakarta Timur, Bali 12316",Makanan,5,27692180
T00905,U4783,P710,2024-11-05,4,Kartu Debit,"Gg. Bangka Raya No. 62, Samarinda, BT 44734",Kesehatan,3,585236
T00906,U2302,P804,2024-02-25,8,Kartu Kredit,"Gg. Abdul Muis No. 0, Sabang, SB 04519",Makanan,5,1255592
T00907,U8680,P829,2024-07-07,6,Kartu Kredit,"Gg. Kapten Muslihat No. 88, Madiun, NT 29657",Fashion,4,23402124
T00908,U8763,P240,2024-06-29,3,Kartu Debit,"Gang Siliwangi No. 19, Bogor, NB 77820",Peralatan Rumah,1,11955540
T00909,U7694,P882,2024-06-28,1,Virtual Account,"Jl. Laswi No. 6, Padangpanjang, Jambi 81904",Fashion,2,1751491
T00910,U4351,P167,2025-02-12,3,Kredivo,"Gang Gardujati No. 58, Pematangsiantar, Riau 95613",Makanan,4,7300791
T00911,U6323,P987,2024-10-21,8,Kartu Debit,"Jl. S. Parman No. 721, Kendari, RI 38130",Fashion,4,33986464
T00912,U1685,P722,2024-02-22,7,QRIS,"Jl. K.H. Wahid Hasyim No. 1, Kota Administrasi Jakarta Pusat, Sulawesi Tengah 65609",Fashion,5,33934131
T00913,U9784,P637,2024-06-11,1,Dana,"Jalan Rajawali Barat No. 99, Subulussalam, BT 07550",Kesehatan,4,3882758
T00914,U1694,P998,2024-05-25,4,Dana,"Gg. Kutai No. 5, Bandar Lampung, PB 71748",Makanan,4,1517064
T00915,U7347,P628,2024-03-22,1,Kartu Debit,"Gang Pelajar Pejuang No. 30, Singkawang, JA 79541",Elektronik,4,4746353
T00916,U7521,P411,2024-03-19,5,Kredivo,"Gang Sadang Serang No. 970, Lhokseumawe, Sulawesi Tengah 96102",Peralatan Rumah,4,12598855
T00917,U1893,P806,2024-10-03,9,Kartu Kredit,"Jl. Rawamangun No. 96, Kota Administrasi Jakarta Pusat, Jambi 27420",Fashion,4,27067329
T00918,U2481,P839,2024-06-07,9,Transfer Bank,"Jl. Ciumbuleuit No. 773, Meulaboh, KB 04235",Peralatan Rumah,5,41702355
T00919,U3216,P502,2025-01-17,7,QRIS,"Jalan Dipenogoro No. 229, Palembang, SB 60858",Fashion,1,34604115
T00920,U3930,P564,2024-03-28,10,Kartu Debit,"Gg. Bangka Raya No. 6, Batam, JK 57683",Fashion,1,46749350
T00921,U5097,P431,2025-02-02,3,Transfer Bank,"Jl. Dipatiukur No. 2, Palopo, Papua 71296",Kesehatan,1,11459481
T00922,U6946,P187,2024-03-31,9,Cash on Delivery (COD),"Jl. Rajawali Barat No. 605, Pekanbaru, Aceh 84980",Makanan,5,6643656
T00923,U3619,P487,2024-06-12,9,Cash on Delivery (COD),"Gg. Lembong No. 777, Bengkulu, Kalimantan Barat 88122",Kesehatan,2,25756227
T00924,U3459,P266,2025-01-14,3,Kartu Kredit,"Jalan Ahmad Yani No. 365, Kota Administrasi Jakarta Selatan, Sulawesi Barat 60560",Kesehatan,4,1946901
T00925,U6047,P416,2024-04-30,8,Virtual Account,"Jalan Gegerkalong Hilir No. 98, Sukabumi, JI 98471",Peralatan Rumah,1,1161720
T00926,U3155,P307,2024-08-02,1,Virtual Account,"Jl. Ir. H. Djuanda No. 0, Kota Administrasi Jakarta Utara, Riau 75489",Kesehatan,4,1055613
T00927,U9153,P975,2024-06-22,8,Dana,"Gang Kutai No. 8, Parepare, NB 75889",Kesehatan,5,30827848
T00928,U9084,P343,2024-10-18,4,Kredivo,"Gang Peta No. 8, Lubuklinggau, Maluku Utara 93543",Fashion,4,14287004
T00929,U8239,P181,2025-01-01,10,E-Wallet,"Gang Kutisari Selatan No. 39, Yogyakarta, LA 58853",Peralatan Rumah,5,23829800
T00930,U4401,P150,2024-12-21,3,Kartu Kredit,"Gg. KH Amin Jasuta No. 395, Sukabumi, SB 36749",Kesehatan,3,8652678
T00931,U1601,P248,2024-08-12,1,Virtual Account,"Jalan Pasir Koja No. 686, Batam, KS 77894",Elektronik,1,461304
T00932,U2784,P526,2024-09-01,3,Kartu Kredit,"Jalan W.R. Supratman No. 7, Parepare, SN 51221",Elektronik,5,14551962
T00933,U3906,P566,2024-07-05,10,QRIS,"Jl. Siliwangi No. 56, Singkawang, KS 52037",Kesehatan,1,48053850
T00934,U5903,P430,2024-12-07,6,Cash on Delivery (COD),"Gg. Dr. Djunjunan No. 8, Blitar, Gorontalo 30900",Kesehatan,4,6447582
T00935,U2063,P399,2024-03-30,8,Kartu Kredit,"Gang Moch. Toha No. 399, Purwokerto, NT 20895",Kesehatan,3,22492808
T00936,U9635,P523,2024-12-08,9,Kartu Debit,"Jalan R.E Martadinata No. 0, Bekasi, Kepulauan Riau 11363",Peralatan Rumah,5,20137779
T00937,U1953,P211,2024-05-19,10,Dana,"Jl. Pelajar Pejuang No. 034, Sawahlunto, PB 33116",Kesehatan,4,4215870
T00938,U5705,P537,2024-11-18,10,QRIS,"Gg. Kendalsari No. 08, Gorontalo, SB 85507",Elektronik,5,48746460
T00939,U6797,P232,2024-08-31,10,Kredivo,"Gg. Ir. H. Djuanda No. 1, Cimahi, RI 35564",Makanan,4,41814260
T00940,U3947,P724,2024-05-22,4,Virtual Account,"Gang Astana Anyar No. 9, Sukabumi, YO 06955",Peralatan Rumah,1,4166372
T00941,U1392,P576,2024-07-12,2,Kartu Debit,"Gang W.R. Supratman No. 645, Kota Administrasi Jakarta Timur, Papua 72239",Makanan,4,8038746
T00942,U7783,P146,2024-10-23,6,QRIS,"Gang Ir. H. Djuanda No. 4, Tidore Kepulauan, BT 48149",Makanan,2,5191830
T00943,U1185,P755,2024-09-03,4,Virtual Account,"Gang Cikapayang No. 121, Kota Administrasi Jakarta Pusat, DKI Jakarta 72426",Elektronik,1,17586336
T00944,U6042,P407,2024-06-03,9,Dana,"Gang Jend. A. Yani No. 1, Bekasi, Bengkulu 48762",Elektronik,1,13672107
T00945,U2865,P802,2024-05-17,6,QRIS,"Jl. Dipenogoro No. 28, Pangkalpinang, Papua 28230",Fashion,5,1765524
T00946,U3877,P298,2024-06-21,6,QRIS,"Jl. Suniaraja No. 207, Blitar, Kalimantan Utara 94737",Fashion,4,5474316
T00947,U1582,P761,2024-04-24,3,Kredivo,"Jl. Cikutra Timur No. 20, Palu, Sumatera Utara 68868",Peralatan Rumah,4,3233508
T00948,U9797,P443,2024-08-15,8,Cash on Delivery (COD),"Gang Jend. A. Yani No. 7, Bandung, KT 95419",Kesehatan,5,33545896
T00949,U5904,P678,2025-02-01,6,Dana,"Gang Soekarno Hatta No. 573, Jambi, SN 79246",Makanan,1,21098454
T00950,U4412,P691,2024-05-20,6,QRIS,"Gg. Pasir Koja No. 67, Medan, Kalimantan Tengah 26032",Kesehatan,2,14865372
T00951,U5595,P960,2025-01-29,1,QRIS,"Jalan Sentot Alibasa No. 66, Serang, Lampung 88707",Fashion,5,1442252
T00952,U7382,P291,2024-03-13,10,Transfer Bank,"Gg. S. Parman No. 012, Banjarmasin, BA 85076",Elektronik,3,3153160
T00953,U5448,P523,2024-06-24,2,Kredivo,"Gang Soekarno Hatta No. 891, Tual, SB 80898",Peralatan Rumah,3,4475062
T00954,U8404,P949,2024-03-13,5,Kartu Debit,"Gang KH Amin Jasuta No. 22, Bekasi, Papua Barat 63004",Makanan,3,7590565
T00955,U2838,P483,2024-02-20,1,Kartu Debit,"Jalan Veteran No. 689, Gorontalo, Aceh 20471",Kesehatan,4,723185
T00956,U9290,P125,2024-05-11,8,Dana,"Jalan Ciwastra No. 7, Singkawang, PA 49885",Peralatan Rumah,2,7278328
